medio,fecha,titulo,autor,url,resumen,tags
Perú21,2025-01-11 18:23:00,"Mesa Directiva del Congreso rechaza ""farsa de juramentación"" de Nicolás Maduro",,https://peru21.pe/politica/mesa-directiva-del-congreso-rechaza-farsa-de-juramentacion-de-nicolas-maduro/,,
Perú21,2025-01-11 17:08:00,"Eduardo Salhuana responde a críticas de César Acuña: Se basa ""en la desinformación""",,https://peru21.pe/politica/eduardo-salhuana-responde-criticas-de-cesar-acuna-se-basa-en-la-desinformacion/,,
Perú21,2025-01-11 13:34:00,"Dina Boluarte pide a los candidatos que formulen propuestas y ""no se agarren de los errores del gobierno""",,https://peru21.pe/politica/dina-boluarte-pide-los-candidatos-que-formulen-propuestas-y-no-se-agarren-de-los-errores-del-gobierno/,,
Perú21,2025-01-11 08:30:00,Ministerio del Interior observa ley que restituye la detención preliminar,,https://peru21.pe/politica/ministerio-del-interior-observa-ley-que-restituye-la-detencion-preliminar/,,
Perú21,2025-01-11 07:05:00,Carlos Meléndez: “He pasado de la Libertadores a la Champions”,,https://peru21.pe/politica/carlos-melendez-he-pasado-de-la-libertadores-la-champions/,,
Perú21,2025-01-11 07:00:00,Estas son las cortitas de sábado 11 de enero de 2025,,https://peru21.pe/politica/estas-son-las-cortitas-de-sabado-11-de-enero-de-2025/,,
Perú21,2025-01-10 22:52:00,"Edwin Martínez sobre denuncia de presunta violación contra José Jerí: ""La señorita ha debido controlarse""",,https://peru21.pe/politica/edwin-martinez-opino-sobre-denuncia-de-presunta-violacion-contra-jose-jeri/,,
Perú21,2025-01-10 21:52:00,Caso Andrea Vidal: Presidente del Congreso anuncia cambios a medias de jefaturas administrativas,,https://peru21.pe/politica/caso-andrea-vidal-salhuana-anuncia-cambios-medias-de-jefaturas-del-congreso-medias/,,
Perú21,2025-01-10 18:53:00,Gobierno devolvería ley de prisión preliminar al Congreso: Santiváñez propone recomendaciones,,https://peru21.pe/politica/gobierno-devuelve-ley-de-prision-preliminar-al-congreso-santivanez/,,
Perú21,2025-01-10 17:20:00,Inician diligencias preliminares contra ministro Demartini por caso Qali Warma,,https://peru21.pe/politica/inician-diligencias-preliminares-contra-ministro-demartini-por-caso-qali-warma/,,
